URI,UniqueNumber,UniqueName,Synonym1,Synonym2,TextDefinition,Source,Notes,SuperClass1,SuperClass2,SuperClass3,SuperClass4,SuperClass5,ISO15926-2Entity,Classification1,Classification2,Classification3,Classification4,,"key-1
naming","key-2
references","key-3
source","key-4
classification","key-1
entity",,"Blue
(new)","Yellow
(changed)","Green
(moved)","Red
(deprecated)",,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_50C_LONG_RADIUS,22148,SWIVEL JOINT STYLE 50C LONG RADIUS,,,A <SWIVEL JOINT STYLE 50C LONG RADIUS> is a <SWIVEL JOINT STYLE 50> with two swivels and two elbows with long radius bends.,,"This type is made up of pieces nos. 2, 3 &amp; 4.",SWIVEL JOINT STYLE 50,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_50C_SHORT_RADIUS,22149,SWIVEL JOINT STYLE 50C SHORT RADIUS,,,A <SWIVEL JOINT STYLE 50C SHORT RADIUS> is a <SWIVEL JOINT STYLE 50> with two swivels and two elbows with short radius bends.,,"This type is made up of pieces nos. 2, 3 &amp; 4.",SWIVEL JOINT STYLE 50,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_50CL_THREADED_END,22150,SWIVEL JOINT STYLE 50CL THREADED END,,,A <SWIVEL JOINT STYLE 50CL THREADED END> is a <SWIVEL JOINT STYLE 50C LONG RADIUS> with threaded ends.,,"This type is made up of pieces nos. 2, 3 &amp; 4.",SWIVEL JOINT STYLE 50C LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_50CL_UNION_END,22151,SWIVEL JOINT STYLE 50CL UNION END,,,A <SWIVEL JOINT STYLE 50CL UNION END> is a <SWIVEL JOINT STYLE 50C LONG RADIUS> with union ends.,,"This type is made up of pieces nos. 2, 3 &amp; 4.",SWIVEL JOINT STYLE 50C LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_50CL_UNION_MF_END,22152,SWIVEL JOINT STYLE 50CL UNION MF END,,,A <SWIVEL JOINT STYLE 50CL UNION MF END> is a <SWIVEL JOINT STYLE 50CL UNION END> with one union female end and one union male end.,,Piece no. 3 has the union male end.,SWIVEL JOINT STYLE 50CL UNION END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_50CL_UNION_MF_END_C_7500_SOUR_SERVICE,22153,SWIVEL JOINT STYLE 50CL UNION MF END C 7500 SOUR SERVICE,,,A <SWIVEL JOINT STYLE 50CL UNION MF END C 7500 SOUR SERVICE> is a <SWIVEL JOINT STYLE 50CL UNION MF END> with one union female end and one union male end rated at 7 500 psi cold working pressure (Chiksan) and rated for sour gas service.,,Colour Code: Olive Green,SWIVEL JOINT STYLE 50CL UNION MF END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_50CS_THREADED_END,22154,SWIVEL JOINT STYLE 50CS THREADED END,,,A <SWIVEL JOINT STYLE 50CS THREADED END> is a <SWIVEL JOINT STYLE 50C SHORT RADIUS> with threaded ends.,,"This type is made up of pieces nos. 2, 3 &amp; 4.",SWIVEL JOINT STYLE 50C SHORT RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60,22155,SWIVEL JOINT STYLE 60,,,A <SWIVEL JOINT STYLE 60> is a <DOUBLE AXIS SWIVEL JOINT> with two swivels and one elbow.,,,DOUBLE AXIS SWIVEL JOINT,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60A_LONG_RADIUS,22156,SWIVEL JOINT STYLE 60A LONG RADIUS,,,A <SWIVEL JOINT STYLE 60A LONG RADIUS> is a <SWIVEL JOINT STYLE 60> with a long radius bend.,,The swivel is made up of one pc. no. 1 and two pcs. no. 3.,SWIVEL JOINT STYLE 60,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60A_SHORT_RADIUS,22157,SWIVEL JOINT STYLE 60A SHORT RADIUS,,,A <SWIVEL JOINT STYLE 60A SHORT RADIUS> is a <SWIVEL JOINT STYLE 60> with a short radius bend.,,The swivel is made up of one pc. no. 1 and two pcs. no. 3.,SWIVEL JOINT STYLE 60,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AL_BEVELLED_END,22158,SWIVEL JOINT STYLE 60AL BEVELLED END,,,A <SWIVEL JOINT STYLE 60AL BEVELLED END> is a <SWIVEL JOINT STYLE 60A LONG RADIUS> with beveled ends.,,,SWIVEL JOINT STYLE 60A LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AL_FLANGED_END,22159,SWIVEL JOINT STYLE 60AL FLANGED END,,,A <SWIVEL JOINT STYLE 60AL FLANGED END> is a <SWIVEL JOINT STYLE 60A LONG RADIUS> with flanged ends.,,,SWIVEL JOINT STYLE 60A LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AL_THREADED_END,22160,SWIVEL JOINT STYLE 60AL THREADED END,,,A <SWIVEL JOINT STYLE 60AL THREADED END> is a <SWIVEL JOINT STYLE 60A LONG RADIUS> with threaded ends.,,,SWIVEL JOINT STYLE 60A LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AL_UNION_END,22161,SWIVEL JOINT STYLE 60AL UNION END,,,A <SWIVEL JOINT STYLE 60AL UNION END> is a <SWIVEL JOINT STYLE 60A LONG RADIUS> with union ends.,,,SWIVEL JOINT STYLE 60A LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AS_BEVELLED_END,22162,SWIVEL JOINT STYLE 60AS BEVELLED END,,,A <SWIVEL JOINT STYLE 60AS BEVELLED END> is a <SWIVEL JOINT STYLE 60A SHORT RADIUS> with beveled ends.,,,SWIVEL JOINT STYLE 60A SHORT RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AS_FLANGED_END,22163,SWIVEL JOINT STYLE 60AS FLANGED END,,,A <SWIVEL JOINT STYLE 60AS FLANGED END> is a <SWIVEL JOINT STYLE 60A SHORT RADIUS> with flanged ends.,,,SWIVEL JOINT STYLE 60A SHORT RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AS_FLANGED_END_C_175,22164,SWIVEL JOINT STYLE 60AS FLANGED END C 175,,,A <SWIVEL JOINT STYLE 60AS FLANGED END C 175> is a <SWIVEL JOINT STYLE 60AS FLANGED END> rated at 175 psi cold working pressure (Chiksan).,,,SWIVEL JOINT STYLE 60AS FLANGED END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AS_FLANGED_END_C_275,22165,SWIVEL JOINT STYLE 60AS FLANGED END C 275,,,A <SWIVEL JOINT STYLE 60AS FLANGED END C 275> is a <SWIVEL JOINT STYLE 60AS FLANGED END> rated at 275 psi cold working pressure (Chiksan).,,,SWIVEL JOINT STYLE 60AS FLANGED END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AS_THREADED_END,22166,SWIVEL JOINT STYLE 60AS THREADED END,,,A <SWIVEL JOINT STYLE 60AS THREADED END> is a <SWIVEL JOINT STYLE 60A SHORT RADIUS> with threaded ends.,,,SWIVEL JOINT STYLE 60A SHORT RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AS_THREADED_END_C_600,22167,SWIVEL JOINT STYLE 60AS THREADED END C 600,,,A <SWIVEL JOINT STYLE 60AS THREADED END C 600> is a <SWIVEL JOINT STYLE 60AS THREADED END> rated at 600 psi cold working pressure (Chiksan).,,,SWIVEL JOINT STYLE 60AS THREADED END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AS_THREADED_END_C_6000,22168,SWIVEL JOINT STYLE 60AS THREADED END C 6000,,,A <SWIVEL JOINT STYLE 60AS THREADED END C 6000> is a <SWIVEL JOINT STYLE 60AS THREADED END> rated at 6 000 psi cold working pressure (Chiksan).,,,SWIVEL JOINT STYLE 60AS THREADED END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AS_UNION_END,22169,SWIVEL JOINT STYLE 60AS UNION END,,,A <SWIVEL JOINT STYLE 60AS UNION END> is a <SWIVEL JOINT STYLE 60A SHORT RADIUS> with union ends.,,,SWIVEL JOINT STYLE 60A SHORT RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60AS_UNION_MF,22170,SWIVEL JOINT STYLE 60AS UNION MF,,,A <SWIVEL JOINT STYLE 60AS UNION MF> is a <SWIVEL JOINT STYLE 60AS UNION END> with one union male end and one union female end.,,,SWIVEL JOINT STYLE 60AS UNION END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60B_LONG_RADIUS,22171,SWIVEL JOINT STYLE 60B LONG RADIUS,,,A <SWIVEL JOINT STYLE 60B LONG RADIUS> is a <SWIVEL JOINT STYLE 60> with a long radius bend.,,"The swivel is made up of pcs. nos. 2, 3 &amp; 6.",SWIVEL JOINT STYLE 60,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60B_SHORT_RADIUS,22172,SWIVEL JOINT STYLE 60B SHORT RADIUS,,,A <SWIVEL JOINT STYLE 60B SHORT RADIUS> is a <SWIVEL JOINT STYLE 60> with short radius bends.,,"The swivel is made up of pcs. nos. 2, 3 &amp; 6.",SWIVEL JOINT STYLE 60,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60BL_THREADED_END,22173,SWIVEL JOINT STYLE 60BL THREADED END,,,A <SWIVEL JOINT STYLE 60BL THREADED END> is a <SWIVEL JOINT STYLE 60B LONG RADIUS> with threaded ends..,,"The swivel is made up of pcs. nos. 2, 3 &amp; 6.",SWIVEL JOINT STYLE 60B LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60BL_UNION_END,22174,SWIVEL JOINT STYLE 60BL UNION END,,,A <SWIVEL JOINT STYLE 60BL UNION END> is a <SWIVEL JOINT STYLE 60B LONG RADIUS> with union ends.,,"The swivel is made up of pcs. nos. 2, 3 &amp; 6.",SWIVEL JOINT STYLE 60B LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60BL_UNION_MF,22175,SWIVEL JOINT STYLE 60BL UNION MF,,,A <SWIVEL JOINT STYLE 60BL UNION MF> is a <SWIVEL JOINT STYLE 60BL UNION END> with one male and one female union end.,,"The swivel is made up of pcs. nos. 2, 3 &amp; 6. The no. 6 pc. has a union male end.",SWIVEL JOINT STYLE 60BL UNION END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60BL_UNION_MF_C_7500_SOUR_SERVICE,22176,SWIVEL JOINT STYLE 60BL UNION MF C 7500 SOUR SERVICE,,,A <SWIVEL JOINT STYLE 60BL UNION MF C 7500 SOUR SERVICE> is a <SWIVEL JOINT STYLE 60BL UNION MF> rated at 7 500 psi cold working pressure and rated for sour gas service,,"The swivel is made up of pcs. nos. 2, 3 &amp; 6. The no. 6 pc. has a union male end.",SWIVEL JOINT STYLE 60BL UNION MF,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60BL_UNION_MM,22177,SWIVEL JOINT STYLE 60BL UNION MM,,,A <SWIVEL JOINT STYLE 60BL UNION MM> is a <SWIVEL JOINT STYLE 60BL UNION END> with two male union ends.,,"The swivel is made up of pcs. nos. 2, 3 &amp; 6.",SWIVEL JOINT STYLE 60BL UNION END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60BL_UNION_MM_C_7500_SOUR_SERVICE,22178,SWIVEL JOINT STYLE 60BL UNION MM C 7500 SOUR SERVICE,,,A <SWIVEL JOINT STYLE 60BL UNION MM C 7500 SOUR SERVICE> is a <SWIVEL JOINT STYLE 60BL UNION MM> rated at 7 500 psi cold working pressure (Chiksan) and rated for sour gas service.,,"The swivel is made up of pcs. nos. 2, 3 &amp; 6.",SWIVEL JOINT STYLE 60BL UNION MM,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_60BS_THREADED_END,22179,SWIVEL JOINT STYLE 60BS THREADED END,,,A <SWIVEL JOINT STYLE 60BS THREADED END> is a <SWIVEL JOINT STYLE 60B SHORT RADIUS> with threaded ends.,,"The swivel is made up of pcs. nos. 2, 3 &amp; 6.",SWIVEL JOINT STYLE 60B SHORT RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70,22180,SWIVEL JOINT STYLE 70,,,A <SWIVEL JOINT STYLE 70> is a <DOUBLE AXIS SWIVEL JOINT> with two swivels and three elbows.,,,DOUBLE AXIS SWIVEL JOINT,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70A_LONG_RADIUS,22181,SWIVEL JOINT STYLE 70A LONG RADIUS,,,A <SWIVEL JOINT STYLE 70A LONG RADIUS> is a <SWIVEL JOINT STYLE 70> with a long radius bend.,,The swivel is made up of one pc. no. 1 and two pcs. no. 5.,SWIVEL JOINT STYLE 70,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70A_SHORT_RADIUS,22182,SWIVEL JOINT STYLE 70A SHORT RADIUS,,,A <SWIVEL JOINT STYLE 70A SHORT RADIUS> is a <SWIVEL JOINT STYLE 70> with a short radius bend.,,The swivel is made up of one pc. no. 1 and two pcs. no. 5.,SWIVEL JOINT STYLE 70,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AL_BEVELLED_END,22183,SWIVEL JOINT STYLE 70AL BEVELLED END,,,A <SWIVEL JOINT STYLE 70AL BEVELLED END> is a <SWIVEL JOINT STYLE 70A LONG RADIUS> with a beveled end.,,,SWIVEL JOINT STYLE 70A LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AL_FLANGED_END,22184,SWIVEL JOINT STYLE 70AL FLANGED END,,,A <SWIVEL JOINT STYLE 70AL FLANGED END> is a <SWIVEL JOINT STYLE 70A LONG RADIUS> with a flanged end.,,,SWIVEL JOINT STYLE 70A LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AL_THREADED_END,22185,SWIVEL JOINT STYLE 70AL THREADED END,,,A <SWIVEL JOINT STYLE 70AL THREADED END> is a <SWIVEL JOINT STYLE 70A LONG RADIUS> with threaded ends.,,,SWIVEL JOINT STYLE 70A LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AL_UNION_END,22186,SWIVEL JOINT STYLE 70AL UNION END,,,A <SWIVEL JOINT STYLE 70AL UNION END> is a <SWIVEL JOINT STYLE 70A LONG RADIUS> with union ends.,,,SWIVEL JOINT STYLE 70A LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AS_BEVELLED_END,22187,SWIVEL JOINT STYLE 70AS BEVELLED END,,,A <SWIVEL JOINT STYLE 70AS BEVELLED END> is a <SWIVEL JOINT STYLE 70A SHORT RADIUS> with beveled ends.,,,SWIVEL JOINT STYLE 70A SHORT RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AS_FLANGED_END,22188,SWIVEL JOINT STYLE 70AS FLANGED END,,,A <SWIVEL JOINT STYLE 70AS FLANGED END> is a <SWIVEL JOINT STYLE 70A SHORT RADIUS> with flanged ends.,,,SWIVEL JOINT STYLE 70A SHORT RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AS_FLANGED_END_C_175,22189,SWIVEL JOINT STYLE 70AS FLANGED END C 175,,,A <SWIVEL JOINT STYLE 70AS FLANGED END C 175> is a <SWIVEL JOINT STYLE 70AS FLANGED END> rated at 175 psi cold working pressure (Chiksan).,,,SWIVEL JOINT STYLE 70AS FLANGED END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AS_FLANGED_END_C_275,26630,SWIVEL JOINT STYLE 70AS FLANGED END C 275,,,A <SWIVEL JOINT STYLE 70AS FLANGED END C 275> is a <SWIVEL JOINT STYLE 70AS FLANGED END> rated at 275 psi cold working pressure (Chiksan).,,,SWIVEL JOINT STYLE 70AS FLANGED END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AS_THREADED_END,22191,SWIVEL JOINT STYLE 70AS THREADED END,,,A <SWIVEL JOINT STYLE 70AS THREADED END> is a <SWIVEL JOINT STYLE 70A SHORT RADIUS> with threaded ends.,,,SWIVEL JOINT STYLE 70A SHORT RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AS_THREADED_END_C_600,22192,SWIVEL JOINT STYLE 70AS THREADED END C 600,,,A <SWIVEL JOINT STYLE 70AS THREADED END C 600> is a <SWIVEL JOINT STYLE 70AS THREADED END> rated at 600 psi cold working pressure. (Chiksan).,,,SWIVEL JOINT STYLE 70AS THREADED END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AS_THREADED_END_C_6000,22193,SWIVEL JOINT STYLE 70AS THREADED END C 6000,,,A <SWIVEL JOINT STYLE 70AS THREADED END C 6000> is a <SWIVEL JOINT STYLE 70AS THREADED END> rated at 6 000 psi cold working pressure. (Chiksan).,,,SWIVEL JOINT STYLE 70AS THREADED END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AS_UNION_END,22194,SWIVEL JOINT STYLE 70AS UNION END,,,A <SWIVEL JOINT STYLE 70AS UNION END> is a <SWIVEL JOINT STYLE 70A SHORT RADIUS> with union ends.,,,SWIVEL JOINT STYLE 70A SHORT RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70AS_UNION_FF,22195,SWIVEL JOINT STYLE 70AS UNION FF,,,A <SWIVEL JOINT STYLE 70AS UNION FF> is a <SWIVEL JOINT STYLE 70AS UNION END> with two union female ends.,,,SWIVEL JOINT STYLE 70AS UNION END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70B_LONG_RADIUS,22196,SWIVEL JOINT STYLE 70B LONG RADIUS,,,A <SWIVEL JOINT STYLE 70B LONG RADIUS> is a <SWIVEL JOINT STYLE 70> with a long radius bend.,,"The swivel is made up of pcs. no. 2, 4 &amp; 5. Source: Anson catalogue",SWIVEL JOINT STYLE 70,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70B_SHORT_RADIUS,22197,SWIVEL JOINT STYLE 70B SHORT RADIUS,,,A <SWIVEL JOINT STYLE 70B SHORT RADIUS> is a <SWIVEL JOINT STYLE 70> with short radius bends.,,"The swivel is made up of pcs. no. 2, 4 &amp; 5. Source: FMC catalogue",SWIVEL JOINT STYLE 70,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70BL_THREADED_END,22198,SWIVEL JOINT STYLE 70BL THREADED END,,,A <SWIVEL JOINT STYLE 70BL THREADED END> is a <SWIVEL JOINT STYLE 70B LONG RADIUS> with threaded ends.,,"The swivel is made up of pcs. no. 2, 4 &amp; 5.",SWIVEL JOINT STYLE 70B LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70BL_UNION_END,22199,SWIVEL JOINT STYLE 70BL UNION END,,,A <SWIVEL JOINT STYLE 70BL UNION END> is a <SWIVEL JOINT STYLE 70B LONG RADIUS> with union ends.,,"The swivel is made up of pcs. no. 2, 4 &amp; 5.",SWIVEL JOINT STYLE 70B LONG RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70BL_UNION_MF,22200,SWIVEL JOINT STYLE 70BL UNION MF,,,A <SWIVEL JOINT STYLE 70BL UNION MF> is a <SWIVEL JOINT STYLE 70BL UNION END> with one union female end and one union male end.,,"The swivel is made up of pcs. no. 2, 4 &amp; 5.",SWIVEL JOINT STYLE 70BL UNION END,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_70BS_THREADED_END,22201,SWIVEL JOINT STYLE 70BS THREADED END,,,A <SWIVEL JOINT STYLE 70BS THREADED END> is a <SWIVEL JOINT STYLE 70B SHORT RADIUS> with threaded ends.,,"The swivel is made up of pcs. no. 2, 4 &amp; 5. Source: FMC catalogue",SWIVEL JOINT STYLE 70B SHORT RADIUS,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/SWIVEL_JOINT_STYLE_80,22202,SWIVEL JOINT STYLE 80,,,A <SWIVEL JOINT STYLE 80> is a <TRIPLE AXIS SWIVEL JOINT> is a triple axis swivel joint with three swivels and three elbows,,,TRIPLE AXIS SWIVEL JOINT,,,,,ClassOfInanimatePhysicalObject,CONNECTION MATERIAL,,,,,,,,,,,,,,,,,,,,,
