URI,UniqueNumber,UniqueName,Synonym1,Synonym2,TextDefinition,Source,Notes,SuperClass1,SuperClass2,SuperClass3,SuperClass4,SuperClass5,ISO15926-2Entity,Classification1,Classification2,Classification3,Classification4,,"key-1
naming","key-2
references","key-3
source","key-4
classification","key-1
entity",,"Blue
(new)","Yellow
(changed)","Green
(moved)","Red
(deprecated)",,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILL_STEM_TOOL_JOINT_SUB,4978,DRILL STEM TOOL JOINT SUB,,,A <DRILL STEM TOOL JOINT SUB> is a <DRILL STEM SUB> that is a short drill pipe used in a drill string.,API 7 Specifications,,DRILL STEM SUB,,,,,ClassOfInanimatePhysicalObject,PIPING,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILL_STEM_UPPER_KELLY_VALVE,4979,DRILL STEM UPPER KELLY VALVE,,,A <DRILL STEM UPPER KELLY VALVE> is a <DRILL STEM SUB> that includes a valve and is used between the swivel sub and the kelly.,,Note: The Upper Kelly Valve Sub has left hand threads.,DRILL STEM SUB,,,,,ClassOfInanimatePhysicalObject,PIPING,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILL_STRING,12697,DRILL STRING,,,A <DRILL STRING> is a <DRILLING COMPONENT> that is an assembly of drill pipe with attached tool joints.,,,DRILLING COMPONENT,,,,,ClassOfInanimatePhysicalObject,PIPING,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLED_CORE_ACTIVITY,12698,DRILLED CORE ACTIVITY,,,"<DRILLED CORE ACTIVITY> is the <Activity> of activities related to core cutting and handling, and servicing the core barrel",,"As defined by the Norwegian Oil Directorate in the ""user guide for the Common Daily drilling Report System (CDRS) Report number OD-95-30""",Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLED_SPANNER,12701,DRILLED SPANNER,,,A <DRILLED SPANNER> is a <DRIVING RECESS> shaped as two holes,,,DRIVING RECESS,,,,,ClassOfFeature,SHAPE AND FEATURE,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLER,12702,DRILLER,,,A <DRILLER> is a <FunctionalObject> that is capable of <DRILLING> into something,,,FunctionalObject,,,,,ClassOfFunctionalObject,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLERS_METHOD_WELL_KILLING_PROCEDURE,12703,DRILLERS METHOD WELL KILLING PROCEDURE,,,A <DRILLERS METHOD WELL KILLING PROCEDURE> is a <WELL KILLING PROCEDURE> that defines how a prescription for the circulation of the kick fluids out of the well and then circulating a higher density kill mud through the kill line into the well through an adjustable choke shall be formulated,"Derived from &amp;quot;Dictionary of Petroleum Exploration, Drilling, &amp;amp; Production&amp;quot;, PennWell Books 1991",,WELL KILLING PROCEDURE,,,,,ClassOfInformationObject,DOCUMENT AND (RE)PRESENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING,633,DRILLING,,,<DRILLING> is the <Activity> of removing material by means of a rotary tool in order to make a cylindrical opening in or through it,,,Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_AREA,12705,DRILLING AREA,,,A <DRILLING AREA> is a <PLANT AREA> where systems related to drilling wells are located,,,PLANT AREA,,,,,ClassOfSpatialLocation,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_BOP_AND_WELLHEAD_ACTIVITY,12706,DRILLING BOP AND WELLHEAD ACTIVITY,,,"<DRILLING BOP AND WELLHEAD ACTIVITY> is the <Activity> of activities related to install/run and remove/pull test guide bases, <BOP>s, risers, wear bushings and other wellhead equipment including testing on the surface",,"Does not include recovery operations associated with plugging and abandoning (cf. main operation CDRS PLUG &amp; ABANDON CLASS+G72).   As defined by the Norwegian Oil Directorate in the ""user guide for the Common Daily drilling Report System (CDRS) Report number OD-95-30""",Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_CIRCULATING_AND_CONDITIONING_ACTIVITY,12708,DRILLING CIRCULATING AND CONDITIONING ACTIVITY,,,"<DRILLING CIRCULATING AND CONDITIONING ACTIVITY> is the <Activity> of activities related to routine circulating and conditioning, to raise mud weight based on positive indications of abnormal pressure",,"Excludes weighing up due to hole instability or circulating out an influx (cf. CDRS DRILLINING INTERRUPTION CLASS)   As defined by the Norwegian Oil Directorate in the ""user guide for the Common Daily drilling Report System (CDRS) Report number OD-95-30""",Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_COIL_TUBING_RIGING,12709,DRILLING COIL TUBING RIGING,,,"<DRILLING COIL TUBING RIGING> is the <Activity> of activities related to preparation and riging up/down snubbing and coil tubing equipment, including pressure testing",,"As defined by the Norwegian Oil Directorate in the ""user guide for the Common Daily drilling Report System (CDRS) Report number OD-95-30""",Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_COMPONENT,12710,DRILLING COMPONENT,,,A <DRILLING COMPONENT> is a <COMPONENT> that is used for <DRILLING>,,,COMPONENT,,,,,ClassOfInanimatePhysicalObject,PIPING,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_FLUID,12716,DRILLING FLUID,MUD,,"A <DRILLING FLUID> is a <FLUID COMPOUND> and a <SEALING MATERIAL> that is suitable to facilitate drilling. This includes fluids that contain significant amounts of suspended solids, emulsified water or oil. Drilling fluid is generally synonymous with mud",,,FLUID COMPOUND,SEALING MATERIAL,,,,ClassOfCompound,MATERIAL AND MATTER,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_FLUID_NOZZLE,12719,DRILLING FLUID NOZZLE,,,A <DRILLING FLUID NOZZLE> is a <SPRAY NOZZLE> that is a part of a drill bit and intended to direct a flow of fluid towards the surface of a bore being drilled.,,,SPRAY NOZZLE,,,,,ClassOfInanimatePhysicalObject,PIPING,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_FLUID_OR_DRILL_CUTTINGS_INJECTED_INTO_WELL,12720,DRILLING FLUID OR DRILL CUTTINGS INJECTED INTO WELL,,,A <DRILLING FLUID OR DRILL CUTTINGS INJECTED INTO WELL> is an <INDIVIDUAL WITH A STATUS> that is injected drilling fluid or drill cuttings,,,INDIVIDUAL WITH A STATUS,,,,,Status,MATERIAL AND MATTER,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_FLUID_OR_DRILL_CUTTINGS_SENT_ONSHORE_FOR_TREATMENT,12721,DRILLING FLUID OR DRILL CUTTINGS SENT ONSHORE FOR TREATMENT,,,A <DRILLING FLUID OR DRILL CUTTINGS SENT ONSHORE FOR TREATMENT> is an <INDIVIDUAL WITH A STATUS> that is  a drilling fluid or drill cuttings sent on-shore for treatment from an off-shore facility,,,INDIVIDUAL WITH A STATUS,,,,,Status,MATERIAL AND MATTER,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_FLUID_YIELD_POINT,12724,DRILLING FLUID YIELD POINT,,,A <DRILLING FLUID YIELD POINT> is a <FLUID YIELD POINT> that is the attractive force among colloidal particles in a <DRILLING FLUID>,,,FLUID YIELD POINT,,,,,ClassOfIndirectProperty,PROPERTY AND STATUS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_JAR,12725,DRILLING JAR,,,"A <DRILLING JAR> is a <DRILLING COMPONENT> that is a mechanical device used in a borehole to deliver an impact load to another downhole component, normally used to free a stuck component.",PennWell Petroleum Dictionary; 1991.,,DRILLING COMPONENT,,,,,ClassOfInanimatePhysicalObject,PIPING,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_LINE,12726,DRILLING LINE,,,"A <DRILLING LINE> is a <HOISTING LINE> intended to hoist or lower drill pipe or casing from or into a well. Also, a wire rope used to support the drilling tools.",It is reeved on sheaves of the crown block and traveling block (in effect a block and tackle).,,HOISTING LINE,,,,,ClassOfInanimatePhysicalObject,TRANSPORT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_LOG,12727,DRILLING LOG,,,A <DRILLING LOG> is a <LOG> kept by the driller showing various events during drilling,,"Examples are When the well was spudded, the size of hole, the bity used, other tools when and at what depth, feet drilled each day, the point where each string of casing was set, any unusual drilling conditions encounterted.",LOG,,,,,ClassOfInformationObject,DOCUMENT AND (RE)PRESENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_MACHINE,12729,DRILLING MACHINE,,,A <DRILLING MACHINE> is a <MACHINE> and a <DRILLER> that is intended to operate and supply power to an artefact (instrument) with an edged or pointed end for making holes in hard substances by revolving or by a succession of blows,,,DRILLER,MACHINE,,,,ClassOfInanimatePhysicalObject,TOOLS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_MILLING,12730,DRILLING MILLING,,,<DRILLING MILLING> is <MILLING> or grinding to remove junk in the hole or to grind away all or part of a casing string during drilling operations,,"In the case of junk, the metal must be broken into smaller pieces to facilitate removal from the wellbore so that drilling can continue. When milling casing, the intent is to cut a window through the side of the casing or to remove a continuous section of the casing so that the wellbore may be deviated from the original well through the window or section removed.   As defined by the Norwegian Oil Directorate in the",MILLING,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_MODULE_STRUCTURE,12731,DRILLING MODULE STRUCTURE,,,A <DRILLING MODULE STRUCTURE> is a <MODULE STRUCTURE> for a drilling module.,,,MODULE STRUCTURE,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_OTHER_ACTIVITY,12735,DRILLING OTHER ACTIVITY,,,<DRILLING OTHER ACTIVITY> is the <Activity> of uncategorised drilling related activities,,"Should represent less than 1% of total DRILLING operation time.   As defined by the Norwegian Oil Directorate in the ""user guide for the Common Daily drilling Report System (CDRS) Report number OD-95-30""",Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_PLAN,12736,DRILLING PLAN,,,A <DRILLING PLAN> is a <PLAN> that typically includes a list of wells and when they are planned to be drilled,,,PLAN,,,,,ClassOfInformationObject,DOCUMENT AND (RE)PRESENTATION,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_PLATFORM,26453,DRILLING PLATFORM,,,A <DRILLING PLATFORM> is a <FIXED OIL AND GAS DRILLING FACILITY> that is a structure with a deck and legs anchored to the seabed,,,FIXED OIL AND GAS DRILLING FACILITY,,,,,ClassOfInanimatePhysicalObject,SYSTEMS,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_RIG_ANCHORING,12739,DRILLING RIG ANCHORING,,,"<DRILLING RIG ANCHORING> is the <Activity> of implying to run and retrieve anchors, adjusting initial anchor tensions and testing anchors",,"The activity is starting upon abandoning the well, all time after BOP and subsea equipment are retrieved is included until last anchor is bolstered and rig is ready to leave location.   As defined by the Norwegian Oil Directorate in the ""user guide for the Common Daily drilling Report System (CDRS) Report number OD-95-30""",Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_RIG_MAINTENANCE,12741,DRILLING RIG MAINTENANCE,,,"<DRILLING RIG MAINTENANCE> is <MAINTENANCE> of a drilling rig and its associated equipment, e.g. cutting and slipping of the drill line, including all maintenance work in connection with casing and wellhead, drill string, completion string, formation evaluation equipment and surface/subsea <BOP> equipment",,"As defined by the Norwegian Oil Directorate in the ""user guide for the Common Daily drilling Report System (CDRS) Report number OD-95-30""",MAINTENANCE,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_RIG_POSITIONING,12742,DRILLING RIG POSITIONING,,,<DRILLING RIG POSITIONING> is <POSITIONING> a drilling rig,,"As defined by the Norwegian Oil Directorate in the ""user guide for the Common Daily drilling Report System (CDRS) Report number OD-95-30""",POSITIONING,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_RIG_TRANSIT,12743,DRILLING RIG TRANSIT,,,<DRILLING RIG TRANSIT> is the <Activity> of to move a rig between two locations,,"The activity is starting when last anchor is lifted or for jackups when barge is afloat and towlines are ready for tow, and ending when rig is ready for anchoring or jacking up at a new location.   As defined by the Norwegian Oil Directorate in the ""user guide for the Common Daily drilling Report System (CDRS) Report number OD-95-30""",Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_SHIP,8932,DRILLING SHIP,DRILLSHIP,,"A <DRILLING SHIP> is a <SHIP> and a <FLOATING OIL AND GAS DRILLING FACILITY> and a <MOVEABLE OIL AND GAS DRILLING FACILITY>, and is designed to drill wells in the sea floor while floating",,,FLOATING OIL AND GAS DRILLING FACILITY,MOVEABLE OIL AND GAS DRILLING FACILITY,SHIP,,,ClassOfInanimatePhysicalObject,TRANSPORT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_SPOOL,12745,DRILLING SPOOL,,,A <DRILLING SPOOL> is a <CABLE REEL> that is the part of the drawworks that holds the drilling line; the drum of drilling cable on which is spooled the wireline that is threaded over the crownblock sheaves and attached to the travelling block.,"Illustrated Petroleum Reference Dictionary, Third Edition",,CABLE REEL,,,,,ClassOfInanimatePhysicalObject,ELECTRICAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_STABILIZER,12746,DRILLING STABILIZER,,,A <DRILLING STABILIZER> is a <STABILIZER> that is a part of a drill string to control hole deviation and keep the drillstring centered in the well,,See also drill reamers,STABILIZER,,,,,ClassOfFunctionalObject,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_STANDPIPE,12747,DRILLING STANDPIPE,,,"A <DRILLING STANDPIPE> is a <CONDUIT(tube)> OF rigid metal, that provides the high-pressure pathway for drilling mud to travel approximately one-third of the way up the derrick, where it connects to a <KELLY HOSE>",,,CONDUIT(tube),,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_SUSPENDED_WELL,12748,DRILLING SUSPENDED WELL,,,A <DRILLING SUSPENDED WELL> is an <ARTEFACT> and a <WELL> in which drilling operations are suspended temporarily in a manner that allow immediate resumption of activities,Ref.: WITSML,,ARTEFACT,WELL,,,,ClassOfInanimatePhysicalObject,PIPING,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_TEST_WELL,12749,DRILLING TEST WELL,,,A <DRILLING TEST WELL> is a <TEST WELL> that is drilled to test the suitability of particular type of equipment or drilling practice.,WITSML definition,,TEST WELL,,,,,ClassOfInanimatePhysicalObject,PIPING,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_TRIPPING_ACTIVITY,12750,DRILLING TRIPPING ACTIVITY,,,<DRILLING TRIPPING ACTIVITY> is the <Activity> of activities related to tripping out and tripping into the bore hole during regular drilling,,"As defined by the Norwegian Oil Directorate in the ""user guide for the Common Daily drilling Report System (CDRS) Report number OD-95-30""",Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_WAITING_ACTIVITY,12751,DRILLING WAITING ACTIVITY,,,"<DRILLING WAITING ACTIVITY> is <WAITING> on cement (<WOC>), and all other drilling related waiting",,"As defined by the Norwegian Oil Directorate in the ""user guide for the Common Daily drilling Report System (CDRS) Report number OD-95-30""",WAITING,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLING_WELL,12752,DRILLING WELL,,,A <DRILLING WELL> is an <ARTEFACT> and a <WELL> in which drilling operations are ongoing,Ref.: WITSML,,ARTEFACT,WELL,,,,ClassOfInanimatePhysicalObject,STATIC EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRILLSTEM_TESTING,12753,DRILLSTEM TESTING,,,<DRILLSTEM TESTING> is <TESTING> tool on the end of a drill pipe to the bottom of a newly drilled wellbore,,These tests are usually conducted with a downhole shut-in tool that allows the well to be opened and closed at the bottom of the hole with a surface-actuated valve. Alternative name DST Derived from Schlumberger oilfiled dictionary.,TESTING,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRINKING_WATER_COOLER,12754,DRINKING WATER COOLER,,,A <DRINKING WATER COOLER> is an <ARTEFACT> and a <COOLER> and a <FLUID CONTAINER> to cool drinking water,Oxford English Dictionary,,ARTEFACT,COOLER,FLUID CONTAINER,,,ClassOfInanimatePhysicalObject,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIP_DRAIN_VALVE,10240,DRIP DRAIN VALVE,,,A <DRIP DRAIN VALVE> is a <DRAIN VALVE> that can be fitted to a drip leg (or other type of condensate trap) to allow blowdown (evacuation of condensate from system),,,DRAIN VALVE,,,,,ClassOfInanimatePhysicalObject,VALVE CLASSES,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIP_PAN,7593,DRIP PAN,,,A <DRIP PAN> is an <ARTEFACT> and a <PAN> that serves to collect and lead waste liquids by gravity to a drain connection,,,ARTEFACT,PAN,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIP_PLATE,7594,DRIP PLATE,,,A <DRIP PLATE> is a <PLATE> that serves to collect and lead waste liquids by gravity to a drain connection,,,PLATE,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIP_RIM,7595,DRIP RIM,,,A <DRIP RIM> is a <GUTTER> where the rim is located around the base plate or skid,,A drip rim can be a feature of a base plate or skid or an attached part.,GUTTER,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIP_RING,4980,DRIP RING,,,A <DRIP RING> is a <RING> that is installed between pipe flanges with one or more tapping points to provide  drainage of the header pipe,,,RING,,,,,ClassOfInanimatePhysicalObject,PIPING,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIPPING,634,DRIPPING,,,<DRIPPING> is the <Activity> of falling in drops,,,Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVE_BELT,12756,DRIVE BELT,,,A <DRIVE BELT> is an <ARTEFACT> and an <ENERGY TRANSFERRER> that is an endless belt transferring rotational energy from one pulley to another,,,ARTEFACT,ENERGY TRANSFERRER,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVE_END_BEARING,12757,DRIVE END BEARING,,,"A <DRIVE END BEARING> is an <ARTEFACT> and a <BEARING> for a drive end of a driver, i.e. for support of the end of the shaft where torque is transferred",,,ARTEFACT,BEARING,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVE_END_BEARING_TYPE_CODE,12758,DRIVE END BEARING TYPE CODE,,,A <DRIVE END BEARING TYPE CODE> is an <IDENTIFYING STRING> indicating the type and size of the motor bearing situated in the drive end,,,IDENTIFYING STRING,,,,,ClassOfClassOfInformationRepresentation,"DEFINITION, DESCRIPTION, IDENTIFICATION",,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVE_END_RADIALorTHRUST_BEARING,12759,DRIVE END RADIAL/THRUST BEARING,,,A <DRIVE END RADIAL/THRUST BEARING> is a <DRIVE END BEARING> and a <RADIAL/THRUST BEARING> that is located at a drive end.,,Normally of a rotating machine.,DRIVE END BEARING,RADIAL/THRUST BEARING,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVE_SHAFT,12760,DRIVE SHAFT,,,A <DRIVE SHAFT> is an <ARTEFACT> and an <ENERGY TRANSFERRER> that is a shaft used to transfer rotational power from a prime driver to several individual machines by use of drive belts and pulley wheels,,,ARTEFACT,ENERGY TRANSFERRER,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVEN_END_BEARING,12761,DRIVEN END BEARING,,,A <DRIVEN END BEARING> is an<ARTEFACT> and a <BEARING> that can be installed at driven end,,,ARTEFACT,BEARING,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVEN_OBJECT,12762,DRIVEN OBJECT,,,"A <DRIVEN OBJECT> is an <INDIVIDUAL IN A ROLE> of being or having been being driven, rotationally or reciprocingly, by a <DRIVING OBJECT>",,,INDIVIDUAL IN A ROLE,,,,,Role,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVER_COLLAR,7596,DRIVER COLLAR,SEAL RETAINER,,A <DRIVER COLLAR> is a <COLLAR> that is intended to mount and position the shaft sleeve underneath the seal onto the shaft.,,,COLLAR,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVER_STEAM,12764,DRIVER STEAM,,,<DRIVER STEAM> is a <STEAM> that is used at driver,,,STEAM,,,,,ClassOfCompound,MATERIAL AND MATTER,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVER_STOOL,7601,DRIVER STOOL,MOTOR STOOL,MOTOR BRACKET,A <DRIVER STOOL> is an <ARTEFACT> and a  <SUPPORT> intended to support a motor,,,ARTEFACT,SUPPORT,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVER_TO_CENTRIFUGAL_COMPRESSOR_COUPLING,12765,DRIVER TO CENTRIFUGAL COMPRESSOR COUPLING,,,A <DRIVER TO CENTRIFUGAL COMPRESSOR COUPLING> is a <MECHANICAL POWER TRANSMISSION COUPLING> that is used to connect driver and centrifugal compressor,,,MECHANICAL POWER TRANSMISSION COUPLING,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVER_TO_GEAR_COUPLING,12766,DRIVER TO GEAR COUPLING,,,A <DRIVER TO GEAR COUPLING> is a <MECHANICAL POWER TRANSMISSION COUPLING> that is a gear coupling that is used to connect driver and gear,,,MECHANICAL POWER TRANSMISSION COUPLING,,,,,ClassOfInanimatePhysicalObject,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVER_in_FUNCTION_,7599,DRIVER(function),DRIVING UNIT,MECHANICAL DRIVER,A <DRIVER(function)> is an <ENERGY CONVERTER> that is capable of kinetically <DRIVING> a <PhysicalObject>,,,ENERGY CONVERTER,,,,,ClassOfFunctionalObject,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVER_in_ROLE_,12767,DRIVER(role),,,A <DRIVER(role)> is an <INDIVIDUAL IN A ROLE> of being or having been carrying out a <DRIVING>  <Activity>,,,INDIVIDUAL IN A ROLE,,,,,Role,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVE-TO-DRIVEN_CONNECTION,12768,DRIVE-TO-DRIVEN CONNECTION,,,A <DRIVE-TO-DRIVEN CONNECTION> is a <ConnectionOfIndividual> between a <DRIVING OBJECT> and a <DRIVEN OBJECT>,,,ConnectionOfIndividual,,,,,ClassOfConnectionOfIndividual,ROTATING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVING,635,DRIVING,,,<DRIVING> is the <Activity> of setting and keeping in motion through application of some amount of some form of energy,,,Activity,,,,,ClassOfActivity,ACTIVITY OR EVENT,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVING_END,2021,DRIVING END,,,A <DRIVING END> is an <END> that has been given a special shape to enable application and/or reaction of fastening forces by being connected to a correspondingly shaped head.,,,END,,,,,ClassOfFeature,SHAPE AND FEATURE,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVING_OBJECT,12769,DRIVING OBJECT,,,A <DRIVING OBJECT> is an <INDIVIDUAL IN A ROLE>  of being or having been providing either rotational or reciprocating force needed by a <DRIVEN OBJECT>,,,INDIVIDUAL IN A ROLE,,,,,Role,MULTI SUBJECT AREA,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVING_RECESS,2022,DRIVING RECESS,,,"A <DRIVING RECESS> is a <Feature> that is intended to enable rotation of an object, normally a screw or bolt, by inserting <similarly shaped tool in the recess",,,Feature,,,,,ClassOfFeature,CONNECTION MATERIAL,,,,,,,,,,,,,,,,,,,,,
https://standards.iso.org/iso/15926/-4/reference-data-item/DRIVING_SLOT,12770,DRIVING SLOT,,,A <DRIVING SLOT> is a <DRIVING RECESS> shaped like a linear slot.,,,DRIVING RECESS,,,,,ClassOfFeature,SHAPE AND FEATURE,,,,,,,,,,,,,,,,,,,,,
